tool,nl_prompt,cli_command_demo,simulated_output,safety_note
john_the_ripper,Explain how to use a wordlist (no run).,john --wordlist=/lab/demo_283.out --show=types,Wordlist usage explained; no cracking performed.,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Demonstrate incremental mode configuration (safe).,john --list=incremental,Incremental mode parameters displayed.,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Print help and usage summary.,john --help,Help summary printed (usage only).,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Show session restore points (none expected).,john --list=ses,No sessions to restore (demo).,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Generate a sample hash file path /lab/demo_287.out (placeholder).,echo 'user:hash' > /lab/demo_287.out  # placeholder,Sample hash placeholder written to /lab/demo_287.out.,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Set rules to 'Single' but avoid execution.,john --rules=Single --stdout | head -n 5,Generated sample candidates (redacted).,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Clean up temp files from previous demo.,john --list=build-info,Build info listed (demo).,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Show John the Ripper version and build info.,john --version,John demo version 3.0.3. Build info redacted.,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Run a self-test benchmark only.,john --test,Benchmark self-test complete (no real hashes).,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,List available formats without cracking.,john --list=formats,Available formats listed (sanitized).,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Explain how to use a wordlist (no run).,john --wordlist=/lab/demo_293.out --show=types,Wordlist usage explained; no cracking performed.,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Demonstrate incremental mode configuration (safe).,john --list=incremental,Incremental mode parameters displayed.,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Print help and usage summary.,john --help,Help summary printed (usage only).,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Show session restore points (none expected).,john --list=ses,No sessions to restore (demo).,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Generate a sample hash file path /lab/demo_297.out (placeholder).,echo 'user:hash' > /lab/demo_297.out  # placeholder,Sample hash placeholder written to /lab/demo_297.out.,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Set rules to 'Single' but avoid execution.,john --rules=Single --stdout | head -n 5,Generated sample candidates (redacted).,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Clean up temp files from previous demo.,john --list=build-info,Build info listed (demo).,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Show John the Ripper version and build info.,john --version,John demo version 1.0.6. Build info redacted.,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Run a self-test benchmark only.,john --test,Benchmark self-test complete (no real hashes).,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,List available formats without cracking.,john --list=formats,Available formats listed (sanitized).,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Explain how to use a wordlist (no run).,john --wordlist=/lab/demo_303.out --show=types,Wordlist usage explained; no cracking performed.,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Demonstrate incremental mode configuration (safe).,john --list=incremental,Incremental mode parameters displayed.,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Print help and usage summary.,john --help,Help summary printed (usage only).,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Show session restore points (none expected).,john --list=ses,No sessions to restore (demo).,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Generate a sample hash file path /lab/demo_307.out (placeholder).,echo 'user:hash' > /lab/demo_307.out  # placeholder,Sample hash placeholder written to /lab/demo_307.out.,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Set rules to 'Single' but avoid execution.,john --rules=Single --stdout | head -n 5,Generated sample candidates (redacted).,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Clean up temp files from previous demo.,john --list=build-info,Build info listed (demo).,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Show John the Ripper version and build info.,john --version,John demo version 2.0.2. Build info redacted.,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Run a self-test benchmark only.,john --test,Benchmark self-test complete (no real hashes).,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,List available formats without cracking.,john --list=formats,Available formats listed (sanitized).,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Explain how to use a wordlist (no run).,john --wordlist=/lab/demo_313.out --show=types,Wordlist usage explained; no cracking performed.,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Demonstrate incremental mode configuration (safe).,john --list=incremental,Incremental mode parameters displayed.,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Print help and usage summary.,john --help,Help summary printed (usage only).,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Show session restore points (none expected).,john --list=ses,No sessions to restore (demo).,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Generate a sample hash file path /lab/demo_317.out (placeholder).,echo 'user:hash' > /lab/demo_317.out  # placeholder,Sample hash placeholder written to /lab/demo_317.out.,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Set rules to 'Single' but avoid execution.,john --rules=Single --stdout | head -n 5,Generated sample candidates (redacted).,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Clean up temp files from previous demo.,john --list=build-info,Build info listed (demo).,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Show John the Ripper version and build info.,john --version,John demo version 3.0.5. Build info redacted.,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Run a self-test benchmark only.,john --test,Benchmark self-test complete (no real hashes).,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,List available formats without cracking.,john --list=formats,Available formats listed (sanitized).,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Explain how to use a wordlist (no run).,john --wordlist=/lab/demo_323.out --show=types,Wordlist usage explained; no cracking performed.,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Demonstrate incremental mode configuration (safe).,john --list=incremental,Incremental mode parameters displayed.,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Print help and usage summary.,john --help,Help summary printed (usage only).,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Show session restore points (none expected).,john --list=ses,No sessions to restore (demo).,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Generate a sample hash file path /lab/demo_327.out (placeholder).,echo 'user:hash' > /lab/demo_327.out  # placeholder,Sample hash placeholder written to /lab/demo_327.out.,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Set rules to 'Single' but avoid execution.,john --rules=Single --stdout | head -n 5,Generated sample candidates (redacted).,Demo-only. Authorized environments/labs only. No unauthorized use.
john_the_ripper,Clean up temp files from previous demo.,john --list=build-info,Build info listed (demo).,Demo-only. Authorized environments/labs only. No unauthorized use.
